Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2005,Counts,2463,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2005,Counts,96,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2005,Counts,1728,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2006,Counts,3090,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2006,Counts,131,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2006,Counts,2047,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2007,Counts,2712,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2007,Counts,137,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2007,Counts,1933,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2008,Counts,3216,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,Counts,66,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2008,Counts,2221,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2009,Counts,3961,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,54,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2009,Counts,2464,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2010,Counts,3664,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,Counts,60,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2010,Counts,2423,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2011,Counts,4207,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,53,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2011,Counts,2420,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,4019,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,Counts,61,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2012,Counts,1932,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,4659,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,Counts,51,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2013,Counts,2101,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2013,Counts,782,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2013,Counts,80,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2013,Counts,702,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2013,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud,Total,Total,2013,Counts,926,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2013,Counts,35,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Money laundering,Total,Total,2013,Counts,60,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,4620,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,Counts,51,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2014,Counts,2337,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2014,Counts,599,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2014,Counts,66,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2014,Counts,533,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2014,Counts,3,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud,Total,Total,2014,Counts,1008,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2014,Counts,30,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Money laundering,Total,Total,2014,Counts,9,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2014,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2014,Counts,8,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2014,Counts,13,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2014,Counts,18,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2014,Counts,1,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2014,Counts,35,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2014,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2015,Counts,5365,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,57,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2015,Counts,2516,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2015,Counts,616,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2015,Counts,97,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2015,Counts,519,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2015,Counts,12,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud,Total,Total,2015,Counts,949,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2015,Counts,39,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Money laundering,Total,Total,2015,Counts,4,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2015,Counts,1,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2015,Counts,4,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2015,Counts,18,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2015,Counts,12,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2015,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2015,Counts,52,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2015,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2016,Counts,659,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,71,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,588,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,19,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2016,Counts,2514,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2016,Counts,5677,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,49,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud,Total,Total,2016,Counts,1012,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2016,Counts,48,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,4,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2016,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2016,Counts,1,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2016,Counts,25,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2016,Counts,11,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2016,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2016,Counts,47,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2016,Counts,2,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2017,Counts,634,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,163,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,471,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,Counts,14,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2017,Counts,2,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2017,Counts,1,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2017,Counts,26,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2017,Counts,3,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2017,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2017,Counts,151,CTS
ARM,Armenia,Asia,Western Asia,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2017,Counts,1,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2017,Counts,2186,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2017,Counts,5963,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,44,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud,Total,Total,2017,Counts,1150,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2017,Counts,67,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,0,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2018,Counts,1353,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,461,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,892,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,Counts,12,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2018,Counts,3267,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2018,Counts,7098,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,48,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud,Total,Total,2018,Counts,1506,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2018,Counts,51,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,8,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2019,Counts,1280,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,324,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,956,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,Counts,10,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2015,Counts,5,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2015,Counts,10,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2015,Counts,30,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2015,Counts,1215,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,24,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud,Total,Total,2015,Counts,5,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2015,Counts,0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2016,Counts,17,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2016,Counts,1015,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,15,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud,Total,Total,2016,Counts,4,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2016,Counts,0,CTS
